payment_id,order_id,payment_method,payment_value
1963,679,Boleto,611.82
1964,1385,Debit Card,199.88
1965,1523,Credit Card,583.68
1966,1732,Pix,244.96
1967,399,Debit Card,212.24
1968,1494,Debit Card,926.04
1969,825,Debit Card,171.32
1970,1569,Boleto,684.13
1971,302,Boleto,956.17
1972,1987,Credit Card,34.86
1973,1374,Boleto,207.51
1974,990,Debit Card,754.32
1975,1491,Boleto,399.2
1976,326,Boleto,861.36
1977,925,Boleto,747.24
1978,747,Pix,543.09
1979,746,Pix,538.52
1980,1133,Pix,927.08
1981,1958,Debit Card,720.22
1982,120,Boleto,107.88
1983,1185,Credit Card,522.97
1984,1064,Pix,520.16
1985,1877,Debit Card,183.18
1986,1557,Pix,277.98
1987,636,Boleto,940.12
1988,1566,Debit Card,347.16
1989,1716,Pix,395.29
1990,993,Pix,558.43
1991,1196,Pix,152.07
1992,1546,Pix,661.95
1993,528,Pix,666.43
1994,214,Credit Card,561.28
1995,1609,Pix,46.11
1996,1986,Debit Card,900.76
1997,1248,Credit Card,40.3
1998,594,Pix,703.93
1999,927,Credit Card,144.42
2000,706,Boleto,157.56
