order_id,customer_id,order_date,total_amount
1809,26,2025-09-20,526.91
1810,259,2025-07-29,978.17
1811,216,2025-12-17,205.75
1812,419,2025-12-28,147.1
1813,132,2026-01-06,396.46
1814,172,2025-08-10,763.42
1815,49,2025-05-28,443.05
1816,432,2026-02-22,914.86
1817,53,2025-12-31,441.94
1818,236,2026-01-28,826.37
1819,349,2026-02-20,590.07
1820,371,2025-03-21,314.29
1821,424,2025-07-13,538.92
1822,336,2025-04-13,111.5
1823,389,2025-05-27,778.16
1824,280,2025-10-03,391.69
1825,221,2026-01-26,701.58
1826,206,2025-08-27,110.26
1827,391,2025-03-11,887.78
1828,205,2025-05-19,978.41
1829,465,2025-08-26,761.49
1830,338,2025-11-23,633.96
1831,343,2025-07-08,921.07
1832,475,2025-07-14,355.78
1833,174,2025-09-30,296.32
1834,73,2025-10-26,376.63
1835,242,2025-08-29,314.11
1836,94,2026-02-15,83.07
1837,354,2025-05-13,707.25
1838,187,2025-12-26,191.86
1839,343,2025-11-17,873.48
1840,6,2025-06-10,70.24
1841,60,2025-07-05,706.51
1842,67,2026-01-26,39.71
1843,93,2025-11-17,589.24
1844,19,2025-11-26,360.13
1845,301,2025-03-24,409.54
1846,208,2026-02-07,421.39
1847,206,2025-12-07,919.32
1848,439,2026-01-05,645.74
1849,263,2025-07-02,792.69
1850,93,2025-09-27,770.15
1851,98,2025-04-01,110.14
1852,158,2025-08-26,122.39
1853,94,2026-01-21,676.44
1854,249,2025-06-22,329.93
1855,319,2026-02-01,739.26
1856,325,2025-12-08,541.76
1857,352,2025-10-28,714.08
1858,141,2025-03-08,561.29
1859,381,2026-02-16,662.5
1860,71,2025-09-04,334.12
1861,177,2025-06-19,480.65
1862,109,2025-10-26,797.66
1863,174,2025-05-21,560.94
1864,347,2025-05-01,58.29
1865,89,2025-08-02,59.77
1866,198,2025-10-01,586.66
1867,434,2025-10-14,756.71
1868,306,2025-08-03,997.46
1869,105,2025-10-18,207.16
1870,76,2025-06-05,405.09
1871,264,2025-12-23,403.94
1872,126,2025-09-10,627.77
1873,406,2025-06-12,280.78
1874,352,2026-01-27,782.51
1875,15,2026-02-21,297.63
1876,67,2025-07-21,23.61
1877,160,2025-10-11,613.69
1878,308,2025-07-18,919.12
1879,160,2025-12-16,426.16
1880,307,2025-06-21,265.93
1881,376,2025-05-27,179.11
1882,318,2025-08-28,421.74
1883,429,2026-01-07,75.83
1884,251,2026-02-24,325.21
1885,411,2026-01-11,595.94
1886,293,2025-10-16,549.29
1887,178,2025-09-09,927.35
1888,118,2025-12-28,894.05
1889,70,2025-06-20,515.54
1890,261,2025-03-31,879.8
1891,353,2025-10-31,987.13
1892,277,2025-10-31,738.94
1893,434,2025-03-31,623.73
1894,477,2026-02-12,932.51
1895,102,2025-10-20,243.48
1896,397,2025-06-15,868.46
1897,351,2025-09-16,483.58
1898,344,2026-02-11,217.13
1899,382,2025-05-28,356.37
1900,460,2025-07-12,329.06
1901,152,2025-05-06,724.26
1902,191,2025-12-29,197.39
1903,111,2025-08-13,312.87
1904,264,2025-12-29,977.03
1905,245,2025-11-28,361.88
1906,295,2025-06-24,166.2
1907,52,2025-07-19,394.86
1908,302,2026-01-28,637.8
1909,458,2025-09-03,798.64
1910,447,2025-11-29,104.59
1911,151,2026-01-21,51.99
1912,96,2025-07-12,202.72
1913,348,2026-03-05,624.76
1914,426,2025-06-13,362.13
1915,447,2025-07-23,280.13
1916,216,2025-03-23,908.62
1917,125,2025-05-10,478.82
1918,17,2026-01-04,967.26
1919,403,2025-07-15,639.27
1920,391,2025-08-15,833.8
1921,211,2025-05-31,218.23
1922,304,2025-03-31,903.95
1923,294,2025-05-01,675.15
1924,241,2025-05-13,930.67
1925,287,2025-10-15,925.58
1926,26,2025-12-22,771.76
1927,27,2025-04-25,730.48
1928,463,2025-10-26,759.45
1929,171,2025-11-13,582.25
1930,67,2025-12-31,963.15
1931,309,2025-04-26,58.35
1932,82,2026-02-08,958.23
1933,265,2026-02-12,624.87
1934,329,2025-06-23,613.88
1935,315,2025-05-21,191.55
1936,178,2025-10-15,965.93
1937,274,2025-10-27,789.09
1938,208,2025-09-15,83.0
1939,14,2025-10-06,460.52
1940,440,2025-07-28,206.26
1941,304,2025-03-20,644.52
1942,299,2025-04-03,974.34
1943,95,2025-04-17,645.47
1944,483,2025-09-01,450.36
1945,494,2025-08-25,574.11
1946,208,2025-05-21,743.59
1947,228,2025-06-17,29.77
1948,482,2026-02-09,466.55
1949,435,2025-09-30,342.31
1950,53,2026-01-01,50.4
1951,355,2026-02-20,70.92
1952,237,2025-08-28,274.67
1953,319,2025-09-19,906.61
1954,445,2025-07-31,445.98
1955,188,2025-03-13,372.16
1956,401,2025-05-02,262.83
1957,184,2025-03-31,99.58
1958,23,2025-12-09,450.14
1959,133,2025-04-19,848.0
1960,351,2025-08-19,89.06
1961,139,2025-05-17,854.92
1962,123,2025-04-02,355.33
1963,404,2025-05-23,373.95
1964,425,2025-06-08,756.02
1965,188,2025-12-27,79.95
1966,485,2025-07-27,249.9
1967,143,2025-05-21,367.05
1968,420,2025-08-22,623.73
1969,293,2025-06-05,323.43
1970,190,2025-08-08,295.22
1971,154,2025-05-14,637.43
1972,66,2026-02-23,123.04
1973,445,2025-06-06,714.93
1974,275,2025-10-15,435.9
1975,19,2025-12-13,178.42
1976,64,2025-08-18,303.68
1977,431,2025-03-21,138.63
1978,58,2026-01-14,202.32
1979,80,2026-03-04,429.35
1980,367,2025-08-09,811.78
1981,300,2025-08-18,324.43
1982,18,2025-11-04,199.54
1983,372,2025-10-28,580.06
1984,215,2025-07-09,92.08
1985,8,2025-03-24,581.4
1986,307,2025-03-26,366.66
1987,145,2025-09-05,348.14
1988,273,2025-05-17,29.92
1989,10,2025-04-24,385.84
1990,457,2025-07-11,126.4
1991,3,2025-07-14,894.75
1992,125,2026-01-20,861.67
1993,368,2026-02-06,914.0
1994,152,2026-01-14,551.67
1995,378,2025-06-06,33.79
1996,387,2025-03-19,768.25
1997,67,2025-08-27,50.75
1998,54,2026-01-05,971.56
1999,196,2026-01-17,153.91
2000,235,2025-05-14,660.65
